id_1,id_2,audio_filename_1,audio_filename_2,sentence,answer,span1,span2,avg_pitch_1,avg_pitch_2,difference_percentage,answer_pitch
71196,474053,train/5917.flac,train/340763.flac,The sound of granular conga typically has a [MASK] pitch than a xylophone.,lower,sound of granular conga,xylophone,525.60645,1967.3285,2.7429687173739974,lower
323241,430511,train/254152.flac,train/55256.flac,The sound of a drum loop typically has a [MASK] pitch than a campana.,lower,sound of a drum loop,campana,1885.167,1952.2291,0.0355735592655717,lower
204505,424035,train/179933.flac,train/160574.flac,The sound of a robotic transformer typically has a [MASK] pitch than a grunge electronic rhythm.,higher,sound of a robotic transformer,grunge electronic rhythm,939.66626,639.3564,0.3195920432430978,higher
142073,52839,train/196757.flac,train/422340.flac,The sound of a snare drum has a [MASK] pitch than a processed soundscape.,higher,sound of a snare drum,processed soundscape,964.7328,522.06555,0.458849590269969,higher
147404,245758,train/308604.flac,train/98313.flac,The sound of a kick drum typically has a [MASK] pitch than vocal percussion.,lower,sound of a kick drum,vocal percussion,724.24506,1254.271,0.7318323165366154,lower
1481,353043,train/173542.flac,train/136153.flac,The sound of a toy typically has a [MASK] pitch than a sound effect.,lower,sound of a toy,sound effect,379.45285,461.73206,0.2168364528030293,lower
3175,632434,train/333117.flac,train/127299.flac,The sound of a spaceship typically has a [MASK] pitch than the sound of a guitar.,higher,sound of a spaceship,sound of a guitar,1970.0272,1638.1223,0.1684773184857549,higher
19689,129525,train/395586.flac,train/114101.flac,The sound of a high register tone typically has a [MASK] pitch than a tabla drum.,higher,sound of a high register tone,tabla drum,850.959,272.49225,0.6797821634179789,higher
417181,560982,train/77596.flac,train/206422.flac,The sound of a violin typically has a [MASK] pitch than a bass guitar.,higher,sound of a violin,bass guitar,2788.0176,1164.2979,0.5823921986719166,higher
131361,514582,train/429221.flac,train/323754.flac,The sound of a fat pulse wave from a synthesizer typically has a [MASK] pitch than the E min7 11 Chord played with a self-made Halion 6 program.,lower,sound of a fat pulse wave from a synthesizer,E min7 11 Chord played with a self-made Halion 6 program,1045.2577,1228.1666,0.1749892873307701,lower
399612,304072,train/180111.flac,train/51850.flac,The sound of a guitar with multiple chains of fx typically has a [MASK] pitch than a single note from an analog synthesizer.,lower,sound of a guitar with multiple chains of fx,single note from an analog synthesizer,241.23485,1084.2922,3.494757701882626,lower
28679,332750,train/92404.flac,train/456748.flac,The sound of industrial scratch on turntables typically has a [MASK] pitch than a techno chord loop.,lower,sound of industrial scratch on turntables,techno chord loop,1093.2913,2277.325,1.0829992884787427,lower
344283,82544,train/423825.flac,train/410086.flac,The sound of two filters playing a melody typically has a [MASK] pitch than the sound of a Jew's harp.,higher,two filters playing a melody,Jew's harp,652.2867,576.9652,0.1154729967666058,higher
470489,501199,train/180632.flac,train/448589.flac,The sound of a piano typically has a [MASK] pitch than the sound of an accordion.,higher,sound of a piano,sound of an accordion,1149.5134,1041.4749,0.093986290198966,higher
444905,173213,train/443495.flac,train/268397.flac,An ambient build typically has a [MASK] pitch than a drum sample from a Roland TR-707.,lower,ambient build,drum sample from a Roland TR-707,182.3679,535.43945,1.9360400048473445,lower
351408,531182,train/288555.flac,train/85948.flac,The sound of a magic chime has a [MASK] pitch than a drum beat.,higher,sound of a magic chime,drum beat,1902.6713,171.50064,0.9098632328137812,higher
397004,80509,train/210721.flac,train/346071.flac,The sound of a long tail reversed cosmic piano chord typically has a [MASK] pitch than a deep bass kick.,higher,sound of a long tail reversed cosmic piano chord,deep bass kick,1899.5093,638.5635,0.6638271263004608,higher
11503,550259,train/381239.flac,train/448579.flac,The sound of a Zildjian cymbal crash typically has a [MASK] pitch than the music of an Afro-Cuban jazz fusion arrangement.,higher,sound of a Zildjian cymbal crash,music of an Afro-Cuban jazz fusion arrangement,1286.1703,638.8323,0.5033065994448791,higher
592191,119681,train/341845.flac,train/463146.flac,The sound of a baritone saxophone typically has a [MASK] pitch than a sad beat.,lower,sound of a baritone saxophone,sad beat,930.13544,1147.8622,0.2340807054938149,lower
88731,576799,train/276955.flac,train/445103.flac,An electronic multi-layered collage typically has a [MASK] pitch than a snare drum sample.,higher,electronic multi-layered collage,snare drum sample,1675.6411,1186.8501,0.2917038738188028,higher
147421,521548,train/82982.flac,train/373483.flac,The sound of a tom drum typically has a [MASK] pitch than a Chinese music harmony.,lower,sound of a tom drum,Chinese music harmony,591.3335,3177.2566,4.373036704330128,lower
193616,579849,train/438914.flac,train/148308.flac,The sound of a toy guitar typically has a [MASK] pitch than a funky piano beat.,higher,sound of a toy guitar,funky piano beat,1319.7524,838.30835,0.3647987683144202,higher
189842,27851,train/162946.flac,train/274298.flac,The sound of African dance music typically has a [MASK] pitch than the sound of thrash metal music.,lower,sound of African dance music,sound of thrash metal music,1948.6725,2034.6011,0.0440959678960934,lower
248057,91299,train/63043.flac,train/178013.flac,The sound of a distorted logo typically has a [MASK] pitch than the sound of a brass bowl.,higher,distorted logo,brass bowl,1467.9922,1267.3164,0.136700862579515,higher
581459,263736,train/461078.flac,train/128664.flac,The sound of a drum kit typically has a [MASK] pitch than a strange rhythmic sound.,lower,sound of a drum kit,strange rhythmic sound,585.0668,1902.2418,2.251324122305351,lower
322362,531425,train/304169.flac,train/67332.flac,The sound of a basic beat typically has a [MASK] pitch than an orchestra hit.,lower,sound of a basic beat,orchestra hit,715.25574,1288.4442,0.8013755471574405,lower
494317,187757,train/54242.flac,train/288486.flac,The sound of dark ambient typically has a [MASK] pitch than death metal drums.,lower,sound of dark ambient,death metal drums,686.9725,1725.1676,1.5112615133793563,lower
213954,407247,train/183792.flac,train/92315.flac,"The sound of a horror drums intro has a [MASK] pitch than a high, intense ringing drone.",lower,sound of a horror drums intro,high intense ringing drone,1294.8602,2467.5396,0.905641705567906,lower
171112,22345,train/310264.flac,train/26720.flac,The sound of someone saying 'close your eyes' typically has a [MASK] pitch than the ringing of garden chimes.,lower,sound of someone saying 'close your eyes',ringing of garden chimes,2142.142,2549.661,0.1902390224364212,lower
16345,429070,train/226282.flac,train/363615.flac,An electronic rim hit has a [MASK] pitch than a beat.,higher,electronic rim hit,beat,1899.4938,1702.6462,0.1036316096425268,higher
485035,403904,train/407750.flac,train/207184.flac,The sound of a brass loop typically has a [MASK] pitch than a drum beat.,higher,sound of a brass loop,drum beat,1420.1284,402.27856,0.7167308533510068,higher
451441,9683,train/259965.flac,train/252132.flac,The sound of a cowbell typically has a [MASK] pitch than a 'hammer' on guitar.,higher,sound of a cowbell,'hammer' on guitar,1355.997,577.5858,0.5740508275460787,higher
620242,85329,train/55452.flac,train/145788.flac,The sound of a bongo drum has a [MASK] pitch than a D Sharp piano key.,lower,sound of a bongo drum,D Sharp piano key,574.16833,1303.9373,1.2710017809585563,lower
273003,580817,train/162210.flac,train/397280.flac,The sound of a circuit bent Casio CA110 typically has a [MASK] pitch than a dramatic orchestral string hit.,lower,sound of a circuit bent Casio CA110,dramatic orchestral string hit,821.9153,1318.0164,0.6035915136267691,lower
117646,213969,train/357719.flac,train/343759.flac,The sound of a TR-808 beat typically has a [MASK] pitch than a sidesnare.,lower,sound of a TR-88 beat,sidesnare,1280.2816,1408.0481,0.0997956230879206,lower
506731,456904,train/7747.flac,train/30615.flac,The sound of a creepy howling movie score typically has a [MASK] pitch than a punchy kick in a house music track.,lower,sound of a creepy howling movie score,punchy kick in a house music track,441.257,637.6377,0.4450483505077539,lower
178216,72491,train/96918.flac,train/60967.flac,The sound of an autoharp typically has a [MASK] pitch than an alto sax slap tongue.,higher,sound of an autoharp,alto sax slap tongue,884.70435,421.37195,0.5237143911409501,higher
178661,516152,train/308578.flac,train/127698.flac,The sound of a drumstick typically has a [MASK] pitch than an ambient neuro bass beat.,higher,sound of a drumstick,ambient neuro bass beat,966.9335,827.69434,0.1440007611692013,higher
133079,497853,train/32.flac,train/152444.flac,The sound of a drum typically has a [MASK] pitch than the overtones of a bass clarinet.,lower,sound of a drum,overtones of a bass clarinet,206.88928,509.72986,1.4637809170199632,lower
174005,350529,train/271100.flac,train/436609.flac,The sound of a glitchbeat typically has a [MASK] pitch than a distorted growl.,higher,sound of a glitchbeat,distorted growl,1325.818,1057.4319,0.2024305749356246,higher
6032,165817,train/219673.flac,train/217661.flac,The sound of a drum loop typically has a [MASK] pitch than an orchestral violin.,lower,sound of a drum loop,orchestral violin,971.70905,1250.1818,0.286580381236544,lower
540718,192430,train/420778.flac,train/119186.flac,The sound of a dark cinematic atmosphere typically has a [MASK] pitch than a noise sweep.,lower,sound of a dark cinematic atmosphere,noise sweep,225.64679,2492.6587,10.046727941487667,lower
394958,432259,train/158435.flac,train/965.flac,The sound of a horror remix typically has a [MASK] pitch than a screaming bass in C1.,higher,sound of a horror remix,screaming bass in C1,940.6171,665.35645,0.2926383647501199,higher
623037,75046,train/279863.flac,train/288695.flac,The sound of hand clapping typically has a [MASK] pitch than a xylophone.,lower,sound of hand clapping,xylophone,377.88318,601.267,0.5911451787825012,lower
494602,219324,train/323940.flac,train/87197.flac,The sound of a wavetable softsynth typically has a [MASK] pitch than the jangling of spoons.,higher,wavetable softsynth,jangling of spoons,1319.0023,1312.3999,0.0050056015823476,higher
458554,422907,train/377389.flac,train/180758.flac,The sound of a house music typically has a [MASK] pitch than a psytrance melody.,lower,sound of a house music,psytrance melody,864.7576,2008.3373,1.3224280422629413,lower
581358,35195,train/50032.flac,train/331786.flac,The sound of a videogame melody typically has a [MASK] pitch than a low electronic purr.,higher,videogame melody,low electronic purr,1235.6311,558.57275,0.547945377872085,higher
241430,395785,train/309437.flac,train/405193.flac,The sound of a nylon-string flamenco guitar typically has a [MASK] pitch than a drum loop.,higher,nylon-string flamenco guitar,drum loop,1215.9501,906.7,0.2543279530961015,higher
263935,426939,train/218743.flac,train/103500.flac,The sound of someone coughing typically has a [MASK] pitch than church bells.,lower,sound of someone coughing,church bells,779.0621,805.13385,0.0334655607043393,lower
488194,555392,train/71294.flac,train/390111.flac,The sound of a trombone typically has a [MASK] pitch than a time-stretched synth.,lower,sound of a trombone,time-stretched synth,327.72574,,,lower
455331,18507,train/320972.flac,train/373992.flac,The sound of a male singing typically has a [MASK] pitch than a simple synth sound.,higher,sound of a male singing,simple synth sound,1650.2539,865.40985,0.475589877412197,higher
505278,583475,train/271544.flac,train/371900.flac,The sound of a sad melody typically has a [MASK] pitch than an electronic dance groove.,lower,sound of a sad melody,electronic dance groove,429.0248,667.013,0.5547189812803363,lower
179734,71112,train/11230.flac,train/198187.flac,The sound of a sonic phrase intro has a [MASK] pitch than an orchestra rehearsing in a cathedral.,lower,sound of a sonic phrase intro,orchestra rehearsing in a cathedral,250.38705,290.2685,0.1592792039364657,lower
530711,431199,train/156333.flac,train/289558.flac,The sound of a synthesizer typically has a [MASK] pitch than a drum machine loop.,higher,sound of a synthesizer,drum machine loop,1473.8994,382.2483,0.7406550949135334,higher
64932,367560,train/288469.flac,train/423892.flac,The sound of a pan pipe typically has a [MASK] pitch than a synth guitar pluck.,lower,sound of a pan pipe,synth guitar pluck,890.3692,1627.3868,0.827766279426557,lower
53492,119623,train/148388.flac,train/156385.flac,The sound of Thai bells typically has a [MASK] pitch than a dubstep bass.,higher,sound of Thai bells,dubstep bass,1442.1212,400.66003,0.7221731224809677,higher
138157,507373,train/33815.flac,train/292842.flac,The sound of a musical saw typically has a [MASK] pitch than a mellow vocal synthetic sound.,higher,sound of a musical saw,mellow vocal synthetic sound,759.4305,631.02765,0.1690778155473082,higher
328227,88715,train/368468.flac,train/232386.flac,The sound of a human voice bass drum typically has a [MASK] pitch than the sound of a voice recorded through a snare drum.,lower,sound of a human voice bass drum,sound of a voice recorded through a snare drum,1406.0901,1910.7087,0.3588807004615138,lower
579854,195274,train/394760.flac,train/338184.flac,The sound of a mid-tom drum typically has a [MASK] pitch than the sound of a cello.,higher,sound of a mid-tom drum,sound of a cello,1680.1165,670.07434,0.6011738828825263,higher
514946,631753,train/57.flac,train/409655.flac,"The sound of a high-pitch version of 'Row, Row, Row Your Boat' has a [MASK] pitch than a glitch sample.",higher,high-pitch version of 'Row Row Row Your Boat',glitch sample,1239.897,564.1567,0.5449971247611697,higher
443229,506633,train/100334.flac,train/293476.flac,The sound of a choir in a movie score typically has a [MASK] pitch than ambient soundscapes.,higher,sound of a choir in a movie score,ambient soundscapes,1344.842,1027.885,0.2356834483158617,higher
195333,302614,train/343237.flac,train/12547.flac,The sound of a cello being scratched typically has a [MASK] pitch than the sound of a Roland Juno 6 synthesizer playing a C2 note.,higher,sound of a cello being scratched,sound of a Roland Juno 6 synthesizer playing a C2 note,1349.6462,384.43365,0.7151596840712774,higher
254073,257485,train/399230.flac,train/302665.flac,The sound of guitar efx typically has a [MASK] pitch than a percussive choom.,higher,sound of guitar efx,percussive choom,595.6297,327.2312,0.4506130234942951,higher
212219,609777,train/357753.flac,train/396256.flac,The sound of a kick drum typically has a [MASK] pitch than the sound of a Latin cathedral hymn.,lower,sound of a kick drum,Latin cathedral hymn,928.6288,1584.5634,0.7063474662857754,lower
235281,536816,train/114822.flac,train/454341.flac,The sound of a Tunkul drum typically has a [MASK] pitch than the sound of a retro drum machine.,higher,sound of a Tunkul drum,sound of a retro drum machine,1968.203,1701.3246,0.1355949564145568,higher
352278,372466,train/235121.flac,train/394371.flac,The sound of a drum loop typically has a [MASK] pitch than a piano melody.,lower,sound of a drum loop,piano melody,1320.2642,2034.7896,0.5411987994524126,lower
619567,61021,train/1727.flac,train/169374.flac,The sound of a drum typically has a [MASK] pitch than an electronic pulse.,lower,sound of a drum,electronic pulse,1280.5471,1762.3505,0.3762480895860839,lower
342112,32235,train/56347.flac,train/458062.flac,The sound of a sonata typically has a [MASK] pitch than an alto saxophone.,higher,sound of a sonata,alto saxophone,1876.0784,894.82745,0.5230330193023917,higher
171244,620548,train/183795.flac,train/256390.flac,The sound of musicians playing in Ljubljana typically has a [MASK] pitch than the sound of an acoustic guitar melody.,higher,sound of musicians playing in Ljubljana,sound of an acoustic guitar melody,1596.6838,1226.218,0.2320220196384531,higher
374298,373291,train/217847.flac,train/182807.flac,The sound of an upright piano typically has a [MASK] pitch than a flute.,lower,sound of an upright piano,flute,427.5223,1424.3152,2.331557675470964,lower
155079,476842,train/194872.flac,train/273914.flac,The sound of a melodica typically has a [MASK] pitch than synthesized talking.,higher,sound of a melodica,synthesized talking,1516.852,690.7702,0.5446027694198248,higher
277177,434516,train/239659.flac,train/439423.flac,"The sound of a Paiste 2002 17"" Crash cymbal has a [MASK] pitch than the sound of a plastic tub being hit with a mallet.",higher,sound of a Paiste 2002 17, ,1360.0908,848.43274,0.376194045279918,higher
544215,541358,train/135306.flac,train/185947.flac,The sound of a synthesizer typically has a [MASK] pitch than sleigh bells.,lower,sound of a synthesizer,sleigh bells,913.56696,1836.061,1.009771675630651,lower
363207,54073,train/161562.flac,train/127856.flac,The sound of a synthesizer typically has a [MASK] pitch than a double bass drum.,higher,sound of a synthesizer,double bass drum,1210.2847,952.0741,0.2133469918276252,higher
193777,266011,train/133243.flac,train/9675.flac,The sound of a distorted bass typically has a [MASK] pitch than an organ soundscape.,lower,sound of a distorted bass,organ soundscape,1500.5131,1697.3317,0.1311675319595677,lower
393337,247174,train/16440.flac,train/11448.flac,The sound of a piano typically has a [MASK] pitch than a trumpet playing G#5.,lower,sound of a piano,trumpet playing G#5,1670.5736,2145.9019,0.2845299961641917,lower
386855,72650,train/107995.flac,train/323746.flac,The sound of a keytar typically has a [MASK] pitch than an old music box.,lower,sound of a keytar,old music box,388.53247,1582.6815,3.073485801585644,lower
316642,44017,train/271882.flac,train/143282.flac,The sound of a large tam-tam typically has a [MASK] pitch than a pad sound with a higher pitched almost bagpipe-like sound.,lower,sound of a large tam-tam,pad sound with a higher pitched almost bagpipe-like sound,243.1442,690.8651,1.8413801357383808,lower
234781,588269,train/457466.flac,train/58356.flac,The sound of a bassline typically has a [MASK] pitch than a simple scale arrangement.,lower,sound of a bassline,simple scale arrangement,1575.6697,2012.0068,0.276921679714981,lower
266732,568575,train/95180.flac,train/137158.flac,The sound of a neurofunk kick typically has a [MASK] pitch than a slide loop.,lower,sound of a neurofunk kick,slide loop,509.1534,1513.0433,1.9716845650053605,lower
493707,424258,train/319419.flac,train/156341.flac,The sound of a gospel choir clapping typically has a [MASK] pitch than Berber music.,higher,sound of a gospel choir clapping,Berber music,854.0507,851.98425,0.0024195870338845,higher
518476,110486,train/384929.flac,train/445585.flac,The sound of a 'Epic Stage Clear' typically has a [MASK] pitch than a 'A very loud scary noise.',higher,sound of a 'Epic Stage Clear','A very loud scary noise',346.53015,232.91737,0.3278582830382868,higher
43891,361805,train/417196.flac,train/136578.flac,The sound of a synthesized flute typically has a [MASK] pitch than an EDM loop.,higher,sound of a synthesized flute,EDM loop,1602.9078,625.8043,0.6095818486877411,higher
56346,281110,train/137932.flac,train/84457.flac,The sound of a synthesizer typically has a [MASK] pitch than an ambienta soundtrack.,higher,sound of a synthesizer,ambienta soundtrack,1437.155,599.71643,0.5827058111338026,higher
165097,117046,train/378018.flac,train/154827.flac,The sound of xylophones practicing a song typically has a [MASK] pitch than a FM Sweep Nord G2.,higher,sound of xylophones practicing a song,FM Sweep Nord G2,1144.1409,826.28174,0.2778146992210488,higher
320637,534633,train/8003.flac,train/190224.flac,The sound of a full drum loop has a [MASK] pitch than a trap beat.,lower,sound of a full drum loop,trap beat,491.85892,1967.5193,3.00017000809907,lower
538813,347720,train/302745.flac,train/312144.flac,Gaming music typically has a [MASK] pitch than a high hat drum loop.,lower,gaming music,high hat drum loop,1136.2806,3176.6985,1.7956989673149395,lower
586917,433065,train/371679.flac,train/323577.flac,Afrobeat drum loop has a [MASK] pitch than a single note from a Deckard's Dream DIY analogue synthesizer.,lower,Afrobeat drum loop,single note from a Deckard's Dream DIY analogue synthesizer,1409.742,1539.859,0.0922984489360464,lower
334536,469711,train/28988.flac,train/247278.flac,The sound of a piano typically has a [MASK] pitch than a hip hop beat.,higher,sound of a piano,hip hop beat,1087.3163,665.20197,0.3882166854299894,higher
55711,65816,train/160452.flac,train/358472.flac,The sound of a clean guitar typically has a [MASK] pitch than the Shepard tone.,lower,sound of a clean guitar,Shepard tone,710.53656,1131.1726,0.5919977432266118,lower
625815,352521,train/27320.flac,train/52872.flac,The sound of a short synth tone has a [MASK] pitch than a speed 1 stab.,higher,sound of a short synth tone,speed 1 stab,1240.3093,1174.8252,0.0527965887218614,higher
928,522133,train/27299.flac,train/5756.flac,The sound of a guitar pinch harmonic typically has a [MASK] pitch than an orchestral sound.,higher,sound of a guitar pinch harmonic,orchestral sound,1501.6038,733.9102,0.5112491057894233,higher
113697,241450,train/264192.flac,train/433533.flac,The sound of a female vocalist typically has a [MASK] pitch than the sound of Afro-rhythm percussion.,higher,female vocalist,Afro-rhythm percussion,2020.0759,1271.2228,0.3707054274544832,higher
545876,9415,train/363694.flac,train/36292.flac,The sound of a guitar drone typically has a [MASK] pitch than a granular drone.,higher,sound of a guitar drone,granular drone,2009.6338,1599.6532,0.2040076157158583,higher
344225,277319,train/187977.flac,train/237082.flac,The sound of a sine wave typically has a [MASK] pitch than human vocals.,lower,sound of a sine wave,human vocals,860.5312,1725.014,1.0045920473307648,lower
15852,550964,train/120453.flac,train/412453.flac,The sound of a distorted guitar solo has a [MASK] pitch than a sound test rendering from a vst host.,higher,distorted guitar solo,sound test rendering from a vst host,1446.1271,1284.83,0.1115372915700148,higher
346189,168647,train/250679.flac,train/327946.flac,The sound of a robotic pattern typically has a [MASK] pitch than a bent trumpet sound.,lower,sound of a robotic pattern,bent trumpet sound,219.80489,531.8407,1.419603585707306,lower
281118,56530,train/121509.flac,train/362443.flac,The sound of a synthesizer typically has a [MASK] pitch than an underwater synthetic sound.,higher,sound of a synthesizer,underwater synthetic sound,1479.2827,843.3146,0.4299165399554797,higher
39640,196311,train/259931.flac,train/210719.flac,"The sound of a noisy, hollow sound typically has a [MASK] pitch than the sound of a digitized vinyl record.",higher,noisy hollow sound,digitized vinyl record,2100.3315,951.4242,0.5470123644767504,higher
373394,449844,train/425797.flac,train/134791.flac,The sound of a bell tree typically has a [MASK] pitch than the sound of an electric guitar being scraped.,higher,sound of a bell tree,electric guitar being scraped,1802.14,1103.4999,0.3876724893737445,higher
106826,553495,train/215466.flac,train/402639.flac,The sound of a drum in a dubstep track typically has a [MASK] pitch than a funky drum loop.,lower,sound of a drum in a dubstep track,funky drum loop,721.6007,1947.2877,1.698566811257251,lower
456745,413579,train/286572.flac,train/398255.flac,The sound of a bassline typically has a [MASK] pitch than atmospheric percussion.,higher,sound of a bassline,atmospheric percussion,603.161,555.61035,0.0788357503220531,higher
176977,5832,train/354532.flac,train/11372.flac,The sound of a closed hat typically has a [MASK] pitch than a rhythmic drone loop.,higher,sound of a closed hat,rhythmic drone loop,2785.7256,528.43744,0.8103052791703533,higher
321816,171085,train/46697.flac,train/43006.flac,The sound of an organ pipe typically has a [MASK] pitch than a piano.,lower,sound of an organ pipe,piano,276.16672,599.68274,1.171451867915149,lower
203161,43390,train/252679.flac,train/385128.flac,The sound of a talking growl typically has a [MASK] pitch than a guitar effect.,lower,talking growl,guitar effect,1327.409,1699.3339,0.2801886230995872,lower
398009,541049,train/233.flac,train/220268.flac,The sound of a synth layer typically has a [MASK] pitch than a sci-fi soundscape.,higher,sound of a synth layer,sci-fi soundscape,643.1334,522.51794,0.1875434552147347,higher
582033,33622,train/337741.flac,train/268689.flac,The sound of a Roland D2 drum machine typically has a [MASK] pitch than a hiphop beat.,higher,sound of a Roland D2 drum machine,hiphop beat,1300.7817,1194.6995,0.0815526540694722,higher
570552,202402,train/444532.flac,train/163972.flac,The sound of a piano typically has a [MASK] pitch than a blues guitar.,higher,sound of a piano,blues guitar,2445.767,776.90314,0.6823478524323863,higher
138175,339154,train/72412.flac,train/7458.flac,The sound of drums typically has a [MASK] pitch than the experimental water cup piece.,lower,sound of drums,experimental water cup piece,387.07025,1120.1625,1.8939514209629904,lower
273829,460264,train/25940.flac,train/453912.flac,The sound of electronic hum/buzz noises typically has a [MASK] pitch than the sound of glissando notes on a harp guitar.,lower,sound of electronic hum/buzz noises,sound of glissando notes on a harp guitar,1009.89825,1384.6233,0.3710522817521468,lower
593532,433851,train/430264.flac,train/440013.flac,The sound of a vibraphone has a [MASK] pitch than the sound of a piano.,lower,sound of a vibraphone,sound of a piano,585.7365,1243.436,1.1228589988843105,lower
156968,276352,train/392343.flac,train/363289.flac,The sound of strings on a piano typically has a [MASK] pitch than a retro sound effect.,higher,sound of strings on a piano,retro sound effect,473.94296,286.87097,0.3947141445038027,higher
414402,579033,train/347426.flac,train/9854.flac,The sound of a beep machine typically has a [MASK] pitch than a backwards remixed audio.,higher,sound of a beep machine,backwards remixed audio,1034.9647,160.57779,0.8448470851228066,higher
501168,609500,train/281504.flac,train/89166.flac,The sound of a Japanese wind chime typically has a [MASK] pitch than an electronic house music loop.,higher,sound of a Japanese wind chime,electronic house music loop,3753.6003,180.55621,0.9518978592366374,higher
261468,406989,train/449731.flac,train/444834.flac,The sound of Japanese Taiko drums has a [MASK] pitch than the sound of a tambor drum.,lower,sound of Japanese Taiko drums,tambor drum,465.00848,605.65607,0.3024624196100681,lower
184824,362776,train/179919.flac,train/340526.flac,The sound of a drum kit typically has a [MASK] pitch than an electronic alarm.,lower,sound of a drum kit,electronic alarm,850.686,900.8672,0.0589890982101503,lower
482154,45757,train/306527.flac,train/43768.flac,The sound of a delayed clap typically has a [MASK] pitch than an analog bassline machine.,higher,sound of a delayed clap,analog bassline machine,1966.5308,603.5478,0.693090085342167,higher
349717,66895,train/154501.flac,train/81131.flac,The sound of a piano trill has a [MASK] pitch than a drum pattern from a Yamaha PSS-170 keyboard.,higher,sound of a piano trill,drum pattern from a Yamaha PSS-170 keyboard,1863.0063,683.0549,0.6333587814491018,higher
622600,611376,train/428199.flac,train/24961.flac,The sound of a digital bass riff has a [MASK] pitch than an electronic synthesizer.,lower,digital bass riff,electronic synthesizer,241.78767,1137.3994,3.7041249043013655,lower
431623,488249,train/452985.flac,train/125284.flac,The sound of a cinematic pad typically has a [MASK] pitch than an electronic drum loop.,lower,cinematic pad,electronic drum loop,966.9653,1286.241,0.3301832030580622,lower
467629,613089,train/91818.flac,train/74668.flac,The sound of a music box typically has a [MASK] pitch than an electronic music sample.,higher,sound of a music box,electronic music sample,1103.3186,578.1465,0.4759931537454368,higher
497948,484380,train/336012.flac,train/23680.flac,The sound of a stuttering chord progression typically has a [MASK] pitch than the sound of a wood thud.,higher,stuttering chord progression,wood thud,2027.5084,1737.1388,0.1432149923521895,higher
587291,11976,train/457917.flac,train/51574.flac,The sound of a drum machine typically has a [MASK] pitch than a distorted guitar.,lower,sound of a drum machine,distorted guitar,1095.1383,1872.6079,0.70992823463484,lower
182648,116427,train/109890.flac,train/28397.flac,The sound of a beatbox typically has a [MASK] pitch than an electronic doorbell chime.,lower,sound of a beatbox,electronic doorbell chime,934.3156,1045.5553,0.1190600906160616,lower
65323,356108,train/249393.flac,train/455306.flac,The sound of a synthesizer typically has a [MASK] pitch than a violin.,lower,sound of a synthesizer,violin,779.0324,2794.8313,2.587567474728907,lower
87016,579090,train/68459.flac,train/244815.flac,The sound of a soundbox typically has a [MASK] pitch than a drum beat.,higher,sound of a soundbox,drum beat,1139.3306,275.21332,0.7584429664225643,higher
373484,501987,train/301417.flac,train/206127.flac,The sound of a snare drum roll typically has a [MASK] pitch than the processed sound of an accordion.,lower,sound of a snare drum roll,processed sound of an accordion,996.2274,3066.2883,2.0778999854852422,lower
570275,153964,train/215168.flac,train/48433.flac,The sound of a suspense noise typically has a [MASK] pitch than a classical guitar.,lower,sound of a suspense noise,classical guitar,556.60785,624.9834,0.1228433088034959,lower
248132,373393,train/153252.flac,train/427876.flac,The sound of a synthesizer typically has a [MASK] pitch than a belltree stroke.,higher,sound of a synthesizer,belltree stroke,2048.9949,1260.0132,0.3850579130284804,higher
584329,332030,train/455695.flac,train/281158.flac,An industrial percussive loop typically has a [MASK] pitch than a digeridoo.,higher,industrial percussive loop,digeridoo,1619.0168,478.38776,0.7045195825021704,higher
45983,43628,train/434979.flac,train/204622.flac,An amen drum loop has a [MASK] pitch than brown noise.,higher,amen drum loop,brown noise,1616.349,1603.5898,0.0078938397586164,higher
165533,159482,train/309779.flac,train/392289.flac,The sound of a coin flip typically has a [MASK] pitch than the sound of a samba band.,higher,sound of a coin flip,samba band,1410.7378,775.53046,0.4502660522742072,higher
59283,73455,train/9527.flac,train/74774.flac,The sound of static at the end of a vinyl record typically has a [MASK] pitch than a glitch sound pack.,lower,static at the end of a vinyl record,glitch sound pack,598.7965,993.3387,0.6588919607913539,lower
425971,256122,train/260889.flac,train/8157.flac,The sound of a marimba typically has a [MASK] pitch than a traditional Iranian tar.,higher,sound of a marimba,traditional Iranian tar,1121.2723,661.979,0.4096179848552399,higher
183508,32067,train/233058.flac,train/450020.flac,The sound of a bassdrum from beatboxing typically has a [MASK] pitch than an aquatic electronica interlude.,lower,bassdrum from beatboxing,aquatic electronica interlude,1316.6598,1538.9589,0.168835640003591,lower
58825,156456,train/142701.flac,train/276076.flac,The sound of a chaotic synthesizer has a [MASK] pitch than a simple plucky signal.,higher,sound of a chaotic synthesizer,simple plucky signal,1464.1173,1049.5522,0.2831501956844577,higher
510404,559949,train/461168.flac,train/399328.flac,The sound of a synth typically has a [MASK] pitch than a vocal sample.,higher,sound of a synth,vocal sample,2403.0027,1553.3164,0.3535935685798439,higher
569436,260091,train/73296.flac,train/146013.flac,The sound of a dance music typically has a [MASK] pitch than the sound of an electronic music.,lower,sound of a dance music,sound of an electronic music,375.68192,1824.705,3.857047685446241,lower
422071,62176,train/199557.flac,train/81714.flac,The sound of chimes typically has a [MASK] pitch than a brass fanfare.,higher,sound of chimes,brass fanfare,703.8421,668.89667,0.0496495307683356,higher
